,old_index,bedrooms,longitude_x,latitude_x,mean_neighbor_price
56,648,1,-73.9567,40.7696,2690.0
57,654,4,-73.9713,40.7506,6430.0
58,662,1,-73.9964,40.7194,2910.0
59,670,1,-74.0162,40.7056,2982.8
60,671,2,-73.9485,40.7967,3030.0
61,675,1,-73.9268,40.8618,1619.0
62,683,2,-73.9804,40.73,3774.0
63,689,2,-73.9663,40.8035,3100.0
64,698,3,-73.9678,40.7605,3960.0
65,711,2,-73.9667,40.7947,5696.0
66,726,2,-73.9543,40.758,5203.0
67,731,3,-73.9846,40.7228,5139.6
68,736,3,-73.9982,40.7568,4556.8
69,750,2,-73.9727,40.7436,4640.0
70,754,1,-73.9642,40.65,1869.8
71,756,0,-74.0072,40.7067,2505.0
72,762,1,-73.9976,40.7545,2876.0
73,782,2,-73.9185,40.7694,2870.0
74,796,0,-74.0055,40.7111,3010.0
75,808,3,-73.9359,40.8417,2267.8
76,820,1,-74.0055,40.7111,3550.0
77,842,2,-73.9826,40.7299,3200.0
78,849,1,-73.99,40.7601,2596.0
79,853,1,-73.969,40.7549,2854.0
80,895,1,-73.9932,40.7633,2916.0
81,896,3,-73.9789,40.7744,6528.0
82,911,2,-73.9839,40.7316,3440.0
83,918,1,-73.9935,40.7568,2579.0
84,923,1,-73.9789,40.7743,3535.0
85,925,3,-73.9794,40.7804,7426.0
86,926,2,-74.0032,40.7235,8902.2
87,934,1,-73.9859,40.7358,3657.0
88,947,1,-73.9822,40.7816,2805.0
89,955,2,-74.0065,40.7081,3245.4
90,962,4,-73.9978,40.7612,5829.0
91,966,1,-73.9504,40.7802,1945.0
92,976,3,-73.9113,40.7711,2920.0
93,981,1,-74.0053,40.7456,3725.0
94,985,0,-73.9497,40.7618,2058.0
95,997,0,-73.9919,40.69,2843.0
96,1007,0,-73.9759,40.7785,2814.0
97,1018,1,-73.9949,40.7226,3596.0
98,1023,1,-73.9817,40.7397,2977.0
99,1024,2,-73.9944,40.7548,3535.0
100,1029,2,-73.9578,40.8198,2698.0
101,1035,2,-73.9839,40.776,7544.0
102,1048,3,-74.0005,40.7228,9360.2
103,1053,1,-74.0,40.7318,3046.0
104,1061,1,-73.984,40.7645,3548.0
105,1072,3,-73.9459,40.8362,3308.0
106,1101,0,-73.9531,40.774,2385.0
107,1114,1,-73.9755,40.7859,2519.0
108,1115,2,-73.9637,40.8019,2456.8
109,1120,0,-73.993,40.7715,2860.0
110,1128,1,-74.0031,40.7288,2800.0
111,1138,0,-73.9566,40.7215,2604.0
112,1144,2,-73.9478,40.7739,2955.0
113,1159,2,-73.9978,40.7612,3204.0
114,1160,3,-73.9566,40.6895,2715.0
115,1169,2,-74.0056,40.7109,6722.6
116,1181,3,-73.9957,40.7427,5425.8
117,1187,2,-74.0007,40.6847,3499.0
118,1195,1,-74.0005,40.7298,2810.0
119,1211,1,-73.9806,40.7444,3943.0
120,1212,1,-73.9874,40.7651,2372.0
121,1221,4,-73.9095,40.6895,3290.0
122,1226,4,-74.0148,40.7182,6270.0
123,1240,2,-73.9849,40.6072,1930.0
124,1243,1,-74.0047,40.7334,5350.0
125,1251,0,-73.9702,40.7521,2410.0
126,1256,2,-73.9571,40.773,2748.0
127,1262,3,-73.9415,40.8299,2884.0
128,1279,2,-74.0046,40.7073,2894.0
129,1283,2,-73.9401,40.8457,2000.0
130,1288,3,-73.9879,40.7612,4080.0
131,1309,3,-73.9702,40.7522,5109.0
132,1327,0,-73.97399999999998,40.7538,2430.0
133,1332,1,-74.0056,40.733,3794.0
134,1341,1,-73.9625,40.7993,2500.0
135,1346,0,-73.984,40.7645,2844.0
136,1351,3,-73.857,40.7216,3420.0
137,1370,1,-73.9462,40.8113,2010.0
138,1382,3,-73.9663,40.7541,5344.6
139,1389,1,-73.9475,40.7753,2628.0
140,1390,0,-74.0176,40.7113,2778.0
141,1409,0,-73.929,40.7404,1912.0
142,1418,0,-73.9779,40.7475,2199.0
143,1425,1,-73.9627,40.8015,2600.0
144,1428,2,-74.0051,40.711,7279.0
145,1444,0,-74.0,40.7285,3030.0
146,1449,1,-73.9741,40.7447,2595.0
147,1485,1,-73.9757,40.7477,2866.0
148,1489,0,-73.9703,40.751,2260.0
149,1505,1,-73.9482,40.8042,2235.0
150,1544,1,-73.97800000000002,40.7266,2889.0
151,1563,1,-73.9704,40.8005,2499.0
152,1584,3,-73.9024,40.6959,2699.4
153,1586,4,-73.9538,40.7788,10489.0
154,1593,3,-73.9596,40.7699,6500.0
155,1599,1,-74.018,40.7067,2846.0
156,1600,0,-73.9566,40.7729,2360.0
157,1604,1,-74.0057,40.7084,3963.0
158,1614,1,-74.0055,40.7111,3550.0
159,1627,3,-74.0036,40.7399,6350.0
160,1630,2,-73.9563,40.7681,4355.0
161,1639,2,-73.9908,40.703,5261.2
162,1646,2,-73.9818,40.7389,4038.0
163,1656,0,-73.9565,40.7465,2417.0
164,1663,1,-73.8309,40.703,1699.0
165,1675,1,-74.0149,40.708,2899.4
166,1687,1,-73.9923,40.66,1944.0
167,1703,1,-73.9446,40.7797,3675.0
168,1710,1,-74.0106,40.7236,4471.0
169,1728,2,-73.9478,40.773,3477.0
170,1745,3,-74.0162,40.7056,3808.8
171,1750,1,-74.0089,40.7328,3000.0
172,1759,1,-73.9498,40.7856,3649.0
173,1763,0,-73.9841,40.742,2819.0
174,1778,0,-73.9553,40.771,2250.0
175,1784,0,-74.0026,40.7512,3126.0
176,1789,3,-73.9412,40.7885,3166.0
177,1793,2,-74.0111,40.7061,5718.2
178,1798,1,-73.9677,40.7539,3975.0
179,1802,4,-73.9748,40.7481,6540.0
180,1809,1,-73.9648,40.7572,3010.0
181,1826,3,-73.9487,40.7845,4113.0
182,1834,1,-73.9591,40.7728,2676.0
183,1839,1,-74.0026,40.7383,3549.0
184,1842,3,-73.9893,40.7295,6189.0
185,1856,1,-73.9592,40.8157,2493.6
186,1863,4,-73.9845,40.7454,7298.0
187,1870,3,-73.9843,40.7648,5837.0
188,1874,1,-74.0076,40.7047,3710.6
189,1910,1,-73.9727,40.7904,3699.4
190,1915,1,-73.9492,40.7707,2299.6
191,1918,2,-73.9668,40.6905,3965.0
192,1940,0,-73.9994,40.7298,2589.0
193,1952,2,-73.9808,40.7216,3059.0
194,1959,3,-73.9892,40.7225,4650.0
195,1967,2,-73.9628,40.7593,3663.8
196,1968,1,-73.9963,40.7606,3072.2
197,1988,4,-74.0076,40.7047,5980.2
198,2000,0,-73.9818,40.7386,2840.0
199,2005,3,-74.0149,40.708,3509.0
200,2008,4,-73.9782,40.7426,6384.2
201,2021,1,-73.94800000000002,40.7704,2334.0
202,2038,1,-73.9809,40.7406,3611.0
203,2075,3,-73.9668,40.8015,4290.0
204,2082,0,-73.9999,40.7297,2257.0
205,2086,4,-74.0053,40.7448,7357.0
206,2096,0,-73.9995,40.7393,2654.0
207,2101,3,-73.9472,40.7895,3528.0
208,2111,2,-73.9789,40.7492,3358.0
209,2140,1,-73.9805,40.743,3937.0
210,2144,3,-73.9426,40.652,3696.2
211,2167,1,-73.962,40.7668,3504.0
212,2174,2,-74.0064,40.7437,6060.0
213,2179,1,-73.9757,40.7289,3054.0
214,2188,1,-73.9827,40.7827,3040.0
215,2196,2,-73.9523,40.7783,2879.8
216,2201,0,-73.9482,40.7832,1850.0
217,2219,2,-73.9529,40.7671,3380.0
218,2244,1,-74.0045,40.7311,3133.0
219,2251,3,-73.92,40.7027,3179.6
220,2273,2,-73.9523,40.7784,2959.0
221,2291,2,-73.9529,40.7671,3380.0
222,2301,0,-73.984,40.7645,2844.0
223,2306,1,-73.8439,40.7164,2350.0
224,2320,0,-73.9935,40.7214,2932.0
225,2327,1,-73.9772,40.7412,3033.8
226,2336,0,-73.9916,40.7272,3809.0
227,2339,1,-73.9811,40.7398,3552.0
228,2352,1,-73.9626,40.7618,2285.0
229,2365,1,-74.0069,40.7074,3612.0
230,2372,2,-73.9415,40.6258,1787.2
231,2401,2,-73.9799,40.7662,5200.0
232,2406,1,-73.9865,40.7365,2942.0
233,2437,3,-74.0127,40.7028,5368.0
234,2442,1,-73.952,40.7799,2310.0
235,2445,2,-74.0055,40.7111,7432.4
236,2447,0,-73.9662,40.755,2209.0
237,2451,3,-73.9669,40.8021,3275.0
238,2452,0,-73.9821,40.739,2779.0
239,2468,1,-73.9638,40.7634,4300.0
240,2486,4,-73.9495,40.7621,12699.8
241,2491,1,-73.9767,40.7405,3169.8
242,2494,1,-73.9924,40.6881,2569.0
243,2501,3,-73.9573,40.8039,3940.0
244,2534,3,-73.9957,40.7427,5425.8
245,2535,2,-73.9749,40.7437,3115.0
246,2556,2,-73.9621,40.7669,5860.0
247,2570,2,-73.9802,40.7469,4479.0
248,2575,0,-73.9376,40.8404,1420.0
249,2581,0,-73.9676,40.7637,2510.0
250,2584,0,-73.98899999999998,40.7352,3345.0
251,2622,3,-73.9398,40.6678,2609.0
252,2623,1,-73.97399999999998,40.7538,2822.8
253,2624,1,-73.9595,40.7809,4030.0
254,2629,1,-73.9857,40.7283,2438.0
255,2653,3,-74.0046,40.7073,4172.0
256,2668,0,-73.9806,40.7444,2302.0
257,2673,3,-73.9824,40.7236,5020.0
258,2686,1,-73.9864,40.7708,5000.8
259,2695,1,-73.9626,40.7617,2285.0
260,2704,3,-73.9794,40.7804,7426.0
261,2731,6,-73.9959,40.7344,9529.6
262,2738,0,-73.9601,40.7676,3619.0
263,2744,0,-73.9564,40.7459,2404.0
264,2748,0,-74.0053,40.7456,3619.0
265,2759,2,-73.9809,40.6811,3620.0
266,2767,0,-73.9933,40.7366,2840.0
267,2786,1,-73.8926,40.8635,1438.0
268,2806,3,-73.9609,40.6515,2923.0
269,2817,3,-73.9476,40.7135,4047.6
270,2832,2,-73.8145,40.755,1975.0
271,2840,4,-74.00399999999998,40.6561,4201.6
272,2848,1,-74.0148,40.7091,3105.0
273,2862,0,-73.8691,40.7271,1656.2
274,2871,2,-73.9962,40.7131,2576.0
275,2877,1,-73.9848,40.6886,3023.0
276,2888,4,-73.9787,40.7269,5838.0
277,2896,1,-74.0069,40.7074,3612.0
278,2900,1,-73.9574,40.7672,2810.0
279,2907,1,-73.9764,40.7894,2860.0
280,2917,2,-73.9843,40.7652,3572.4
281,2930,1,-73.9833,40.7246,2816.0
282,2934,0,-73.9838,40.7586,2179.6
283,2940,3,-73.9865,40.7348,6200.0
284,2948,4,-73.9786,40.7886,9739.0
285,2954,2,-73.9737,40.7911,4375.8
286,2959,1,-74.0162,40.7053,3555.0
287,2966,1,-73.9585,40.7437,3158.8
288,2990,3,-73.9794,40.7804,7426.0
289,3019,0,-74.0145,40.7048,2833.4
290,3032,0,-73.9507,40.773,1936.8
291,3033,2,-73.9555,40.737,3811.0
292,3049,2,-73.9535,40.7775,3030.0
293,3056,0,-73.9811,40.7398,3510.0
294,3057,3,-73.9249,40.6769,2430.0
295,3065,3,-73.9935,40.7247,6159.0
296,3079,1,-73.9837,40.7275,2518.0
297,3083,2,-74.0037,40.7279,3898.0
298,3093,3,-74.0149,40.708,3509.0
299,3103,1,-73.94,40.8223,1790.0
300,3111,1,-73.952,40.786,2857.0
301,3129,4,-73.9591,40.764,5660.0
302,3154,2,-73.9408,40.8317,1987.0
303,3167,2,-73.9559,40.7816,8300.0
304,3170,1,-73.9917,40.7408,4750.0
305,3175,3,-73.9574,40.8033,3940.0
306,3210,1,-73.959,40.7622,2790.0
307,3213,4,-73.9876,40.7104,6390.0
308,3217,0,-73.9778,40.6481,1675.0
309,3233,3,-73.9727,40.7436,4625.0
310,3247,1,-74.0076,40.7047,3710.6
311,3252,0,-73.9895,40.7023,2656.0
312,3271,0,-73.97,40.7973,2100.0
313,3278,2,-73.9892,40.726,3807.0
314,3291,4,-73.9962,40.7593,5733.4
315,3296,4,-73.9839,40.7307,5840.0
316,3320,0,-74.0072,40.7067,2505.0
317,3333,3,-73.9809,40.7275,5539.0
318,3338,1,-73.9727,40.7436,4587.2
319,3344,3,-74.036,40.6358,2800.0
320,3345,2,-73.9796,40.7292,3390.0
321,3366,0,-73.9969,40.742,3546.0
322,3370,3,-73.9264,40.7699,2985.8
323,3389,2,-73.9464,40.7805,4316.0
324,3393,1,-73.9525,40.7779,3838.0
325,3399,0,-74.008,40.7321,5653.4
326,3403,1,-74.0051,40.7304,3575.0
327,3423,0,-73.9663,40.7585,2505.0
328,3427,2,-74.0101,40.7067,3319.0
329,3433,3,-73.9527,40.8226,2966.2
330,3438,0,-73.9898,40.7273,2064.0
331,3456,3,-73.9727,40.7436,4625.0
332,3468,2,-73.9786,40.7634,5037.0
333,3489,1,-73.9491,40.6828,1980.0
334,3494,2,-74.0044,40.7231,3628.0
335,3518,2,-73.9785,40.7457,3514.6
336,3540,2,-73.952,40.7748,3460.0
337,3545,0,-73.9825,40.7208,2552.4
338,3553,2,-73.9563,40.7681,4355.0
339,3573,2,-73.9829,40.7179,3291.0
340,3593,3,-73.9603,40.7694,6018.2
341,3597,2,-73.9816,40.7768,5976.2
342,3601,4,-73.9695,40.753,6038.0
343,3606,1,-73.9123,40.7445,1725.0
344,3612,0,-73.9905,40.7656,2512.0
345,3619,0,-74.0059,40.7075,2500.4
346,3628,4,-73.9781,40.7413,6239.0
347,3634,3,-73.9721,40.7513,4985.6
348,3641,0,-74.0003,40.7349,2907.0
349,3642,2,-73.9904,40.7584,2979.0
350,3648,2,-73.9661,40.7929,4345.0
351,3656,0,-74.0149,40.708,2945.4
352,3661,1,-73.9874,40.7259,2323.8
353,3668,0,-73.9864,40.73,2989.0
354,3673,1,-73.9838,40.7674,3480.0
355,3679,3,-73.9952,40.7606,6015.0
356,3684,3,-73.9678,40.7902,5419.0
357,3696,2,-73.9625,40.7575,3379.0
358,3719,2,-73.9988,40.7371,4286.0
359,3723,2,-73.9786,40.7291,3695.0
360,3735,2,-73.9415,40.7883,2376.0
361,3741,0,-73.9757,40.7462,2745.0
362,3748,2,-73.9615,40.6668,3196.0
363,3750,0,-73.9763,40.7878,2240.0
364,3761,3,-73.9712,40.7594,4280.0
365,3784,1,-73.9497,40.8051,2210.0
366,3785,1,-73.9772,40.7412,3033.8
367,3795,1,-73.9577,40.7676,2770.0
368,3796,1,-73.9543,40.7716,2700.0
369,3802,2,-73.9986,40.6936,2790.0
370,3809,1,-73.9608,40.7688,3879.0
371,3816,1,-73.971,40.6769,2740.0
372,3835,1,-73.9748,40.6785,2360.0
373,3840,3,-73.9877,40.7643,3940.0
374,3841,3,-73.9803,40.7465,5052.6
375,3845,0,-73.9496,40.7817,2040.0
376,3879,1,-73.9837,40.7835,2740.0
377,3884,1,-74.0035,40.7275,2979.0
378,3897,3,-73.9999,40.7424,4940.0
379,3910,2,-73.9839,40.7283,3274.0
380,3915,1,-73.9564,40.7481,2928.4
381,3917,3,-74.0336,40.7297,4594.2
382,3928,0,-73.9416,40.8163,1659.4
383,3929,0,-73.9554,40.7787,2274.0
384,3934,4,-73.9727,40.7436,6175.0
385,3942,2,-73.9675,40.7943,3274.0
386,3982,0,-74.0069,40.7074,2832.0
387,3987,2,-73.8607,40.7267,1880.0
388,3991,1,-73.9594,40.7681,3382.0
389,4002,2,-73.9865,40.7367,4380.0
390,4009,1,-73.9185,40.8682,1704.0
391,4036,2,-73.94800000000002,40.7842,3890.0
392,4037,1,-73.9938,40.7637,2939.0
393,4044,2,-74.0037,40.7279,3898.0
394,4049,3,-74.0096,40.7141,5235.0
395,4053,0,-73.954,40.7753,2340.0
396,4066,2,-73.9818,40.7708,6466.0
397,4083,2,-74.0046,40.7073,2894.0
398,4094,2,-73.9951,40.7606,2635.0
399,4106,0,-73.9566,40.7215,2604.0
400,4111,1,-73.9886,40.777,3710.0
401,4115,2,-73.9487,40.7794,3380.0
402,4122,0,-73.9744,40.7477,2340.0
403,4129,2,-73.9764,40.7839,4195.4
404,4140,1,-73.9566,40.7704,3587.0
405,4150,3,-73.9864,40.7514,4795.2
406,4175,1,-73.9739,40.7536,2878.0
407,4197,2,-73.9509,40.8247,2290.0
408,4215,0,-74.0,40.7285,3030.0
409,4220,2,-74.0072,40.7067,2847.0
410,4234,1,-73.9971,40.7386,3245.0
411,4242,0,-73.9506,40.773,1876.0
412,4259,1,-73.9618,40.8003,2339.0
413,4260,2,-73.9875,40.7494,3428.0
414,4277,2,-73.9879,40.7653,3000.0
415,4283,3,-73.9143,40.6842,2638.6
416,4287,1,-73.9577,40.7734,2454.0
417,4291,3,-73.9741,40.7369,4646.0
418,4299,1,-73.9543,40.6744,2217.0
419,4309,2,-73.9866,40.7306,3970.0
420,4314,0,-73.9919,40.7436,3522.0
421,4325,1,-73.9818,40.738,3507.0
422,4342,1,-73.9518,40.7802,2529.2
423,4351,0,-73.9471,40.7736,1890.0
424,4355,0,-73.9515,40.7711,2180.0
425,4365,2,-74.0053,40.7448,4640.0
426,4380,1,-74.001,40.735,3617.0
427,4389,1,-74.0157,40.7064,3428.0
428,4398,2,-73.9773,40.7463,2905.0
429,4403,2,-73.979,40.7368,3460.0
430,4408,1,-73.9625,40.7993,2500.0
431,4413,2,-73.9563,40.7681,4355.0
432,4427,2,-74.0095,40.7162,4859.0
433,4447,3,-73.9795,40.7404,5530.0
434,4454,2,-73.9477,40.8256,1825.0
435,4459,1,-73.8859,40.8769,1493.0
436,4465,1,-73.9857,40.7358,3808.0
437,4469,2,-73.9943,40.759,4821.0
438,4473,1,-73.9661,40.7929,3481.0
439,4489,1,-73.968,40.7976,2660.0
440,4514,0,-73.9778,40.7467,2509.0
441,4523,3,-73.9905,40.7656,4107.0
442,4526,1,-73.9415,40.7899,2000.0
443,4530,3,-73.9495,40.8139,2740.0
444,4538,2,-73.9647,40.8012,3285.0
445,4569,1,-73.9744,40.7898,3408.0
446,4605,1,-73.9625,40.7993,2500.0
447,4611,0,-73.98100000000002,40.7876,1927.0
448,4628,3,-73.965,40.8029,4020.0
449,4633,2,-73.9742,40.796,3355.0
450,4641,3,-73.9482,40.7811,3979.0
451,4658,2,-73.98,40.7292,3925.0
452,4665,1,-73.9594,40.7681,3382.0
453,4670,2,-73.9664,40.803,3050.0
454,4676,3,-73.9953,40.7606,6015.0
455,4680,2,-73.9706,40.7986,3758.0
456,4685,0,-73.9991,40.7336,2680.0
457,4687,1,-74.0055,40.7434,5263.0
458,4693,2,-73.9498,40.7845,3202.0
459,4694,2,-73.9646,40.7985,3000.0
460,4708,0,-73.9514,40.7712,2150.0
461,4715,1,-74.0,40.7285,2900.0
462,4725,2,-74.0021,40.7253,3476.4
463,4743,0,-73.986,40.6927,2653.0
464,4750,2,-73.8235,40.701,1947.6
465,4757,1,-73.9182,40.6869,1940.0
466,4769,0,-73.9425,40.7487,2301.0
467,4786,1,-73.9743,40.7521,4580.0
468,4816,1,-73.9894,40.7037,3566.0
469,4821,3,-73.9227,40.6956,2430.0
470,4825,1,-74.003,40.7335,3195.0
471,4827,3,-73.9963,40.7226,5979.0
472,4836,0,-73.9616,40.7677,3215.0
473,4841,0,-73.9471,40.7807,1691.0
474,4844,5,-73.9912,40.7377,13299.0
475,4857,2,-73.9501,40.7682,3868.0
476,4858,1,-73.97710000000002,40.7465,2300.0
477,4873,1,-73.9202,40.8648,1539.0
478,4880,1,-73.9501,40.774,2506.6
479,4887,2,-74.0143,40.7088,4314.0
480,4894,1,-74.0066,40.7084,2730.0
481,4913,1,-73.9551,40.675,2060.0
482,4923,1,-73.9941,40.6899,3308.0
483,4929,3,-73.9508,40.7758,8698.0
484,4939,0,-73.9875,40.7494,2462.4
485,4949,3,-73.9216,40.6907,3540.0
486,4958,0,-73.9803,40.7465,2468.0
487,4960,3,-73.9416,40.79,2886.0
488,4967,3,-73.9775,40.7337,5719.0
489,4991,1,-73.9934,40.7366,3899.0
490,4992,1,-73.9848,40.7635,3295.0
491,5000,0,-73.9531,40.7176,2652.2
492,5006,0,-73.9774,40.7835,2285.0
493,5014,0,-73.9973,40.7565,2538.0
494,5017,3,-73.9486,40.8309,3295.0
495,5026,2,-74.0086,40.7121,6373.0
496,5033,1,-73.9529,40.8169,1825.0
497,5038,2,-73.9574,40.7659,2750.0
498,5044,0,-73.9505,40.7771,2420.0
499,5048,2,-73.9861,40.7608,3959.0
500,5053,1,-73.9466,40.8272,2110.0
501,5059,2,-73.9646,40.7985,3000.0
502,5065,0,-74.0065,40.7388,3262.0
503,5068,0,-74.0025,40.7505,2368.0
504,5080,0,-73.9578,40.8198,1718.0
505,5087,1,-73.9875,40.7494,4060.0
506,5093,2,-73.9813,40.7724,5140.0
507,5110,2,-73.9085,40.7601,2110.0
508,5125,1,-73.9594,40.7738,2827.0
509,5140,1,-73.9765,40.7489,3159.0
510,5157,2,-74.0014,40.7481,5138.0
511,5175,1,-73.9837,40.7783,3534.0
512,5188,0,-73.9912,40.7443,3730.6
513,5204,2,-73.9434,40.8253,3270.0
514,5209,2,-73.9789,40.7425,3289.0
515,5217,3,-74.0027,40.7209,5301.0
516,5218,1,-73.9241,40.7454,2120.0
517,5226,1,-73.9802,40.7469,3105.0
518,5233,3,-73.9242,40.6552,2179.0
519,5239,3,-73.9878,40.7657,4010.0
520,5243,2,-73.9818,40.6933,4861.6
521,5252,0,-73.9823,40.7448,2160.0
522,5258,1,-73.9686,40.7563,3034.0
523,5261,1,-73.9619,40.7656,3338.0
524,5264,1,-73.9891,40.7596,2610.0
525,5269,4,-73.98100000000002,40.7345,5089.8
526,5281,2,-74.0013,40.7081,4203.0
527,5293,2,-74.0055,40.7111,7432.4
528,5302,1,-73.9657,40.6895,2940.0
529,5318,0,-73.9638,40.7634,3390.0
530,5325,1,-73.9101,40.7682,1783.0
531,5330,0,-73.9929,40.6983,2119.0
532,5351,1,-74.0165,40.7109,2873.0
533,5367,1,-73.9677,40.7539,3975.0
534,5378,2,-73.9865,40.7338,3526.0
535,5384,3,-73.9755,40.7487,5378.0
536,5401,2,-73.9901,40.7487,4276.4
537,5417,3,-73.9166,40.6881,2538.6
538,5444,1,-73.937,40.8417,1566.0
539,5448,1,-73.9522,40.7804,2640.0
540,5467,1,-73.953,40.779,3160.8
541,5474,2,-73.9743,40.7439,3341.4
542,5483,2,-73.9958,40.753,3178.0
543,5487,0,-73.9757,40.7461,2745.0
544,5492,1,-73.9349,40.8465,1500.0
545,5497,1,-73.9875,40.7494,4060.0
546,5507,0,-73.9622,40.7588,2510.0
547,5512,0,-73.9469,40.7773,1971.0
548,5516,3,-74.0148,40.7091,5840.0
549,5531,3,-74.0039,40.7304,5177.0
550,5533,2,-73.9948,40.7592,6919.0
551,5536,1,-74.018,40.7067,2846.0
552,5541,1,-74.0026,40.7512,3958.0
553,5580,2,-73.9258,40.6996,2380.0
554,5596,0,-73.9366,40.8175,1665.0
555,5600,2,-73.9421,40.6818,2358.0
556,5611,0,-73.965,40.8008,1960.0
557,5617,0,-73.9443,40.8376,1580.0
558,5621,2,-73.9427,40.8014,2440.0
559,5626,2,-73.9821,40.739,3560.0
560,5628,2,-74.0031,40.7288,3090.0
561,5638,2,-73.9891,40.7198,3775.8
562,5645,3,-73.9401,40.845,3238.0
563,5651,0,-73.9996,40.6862,2270.0
564,5666,2,-73.97800000000002,40.7438,3387.0
565,5692,1,-73.9886,40.7751,3547.0
566,5693,3,-73.9479,40.7795,4456.0
567,5697,3,-73.9721,40.7544,4559.0
568,5705,1,-73.9741,40.787,2869.0
569,5733,1,-74.0046,40.7073,2629.0
570,5737,2,-73.9949,40.7445,6285.8
571,5747,8,-73.9553,40.6881,8247.5
572,5758,0,-73.9657,40.8054,2030.0
573,5781,2,-73.9535,40.7838,6409.0
574,5790,1,-73.9744,40.7477,2480.0
575,5802,2,-73.9542,40.7758,3280.0
576,5809,2,-73.9613,40.6824,2727.8
577,5817,2,-73.9968,40.7562,3599.2
578,5822,2,-73.9773,40.785,3428.2
579,5839,0,-73.9739,40.7479,2530.0
580,5850,3,-73.9382,40.8367,2410.0
581,5865,2,-74.0001,40.7276,3334.0
582,5881,2,-73.9438,40.6908,2844.8
583,5886,1,-73.9521,40.7824,2365.0
584,5918,0,-73.9896,40.7341,3630.0
585,5924,1,-74.0071,40.7067,2853.0
586,5929,2,-73.9627,40.8015,3190.0
587,5945,0,-73.987,40.7678,1827.0
588,5962,2,-73.959,40.7647,5068.0
589,5967,0,-73.9496,40.7793,1837.0
590,5972,0,-73.9742,40.796,2500.0
591,5977,2,-73.9984,40.7177,3973.8
592,5984,1,-74.0032,40.7528,3364.0
593,5989,1,-74.0042,40.7239,2835.0
594,5996,1,-73.9541,40.7747,2407.0
595,6013,1,-73.9751,40.7798,3434.0
596,6018,1,-74.0148,40.7091,3105.0
597,6024,3,-73.9838,40.7244,4210.0
598,6025,1,-73.9251,40.7677,2250.0
599,6030,0,-73.9566,40.7729,2360.0
600,6040,4,-73.9603,40.7695,9000.0
601,6055,0,-73.9421,40.7864,1595.0
602,6074,1,-73.9917,40.7709,3193.6
603,6084,1,-73.9286,40.7733,2400.0
604,6088,3,-73.9857,40.733,6695.0
605,6097,4,-73.9474,40.7847,6610.0
606,6104,5,-73.9598,40.7994,6700.0
607,6113,2,-73.9756,40.7437,3822.0
608,6118,0,-73.9578,40.8198,1718.0
609,6126,3,-73.9743,40.7438,5557.4
610,6134,1,-73.9944,40.7518,3957.0
611,6172,1,-73.9834,40.7671,3250.0
