,old_index,bedrooms,longitude_x,latitude_x,mean_neighbor_price
192,215,1,-73.9876,40.731,3656.0
193,216,0,-73.9758,40.7928,2314.0
194,217,2,-73.9695,40.753,4715.0
195,218,2,-73.9826,40.7302,3477.0
196,220,0,-74.0089,40.7328,2700.0
197,221,1,-73.9674,40.7992,2799.0
198,222,0,-73.9694,40.7588,2240.0
199,223,2,-73.9687,40.756,2800.0
200,224,0,-73.9978,40.7612,2470.0
201,225,3,-73.986,40.7297,4550.0
202,226,2,-74.0,40.7444,4579.0
203,227,1,-73.9826,40.742,2650.0
204,228,1,-73.968,40.7976,3030.0
205,229,1,-73.9491,40.7836,3701.0
206,230,1,-73.9504,40.7868,3579.2
207,231,3,-73.9567,40.8035,3750.0
208,232,2,-74.0149,40.708,3037.8
209,233,2,-73.9465,40.7803,2495.0
210,234,1,-73.9777,40.7861,3379.0
211,236,2,-74.0055,40.7111,6237.0
212,237,1,-73.9828,40.7356,3043.0
213,238,2,-73.9839,40.7316,3400.0
214,239,1,-73.955,40.6167,1505.0
215,241,0,-73.9777,40.7852,2259.0
216,242,2,-73.94800000000002,40.7842,3341.0
217,243,1,-73.9785,40.7633,3458.0
218,244,0,-73.9859,40.7443,3490.0
219,245,1,-73.9757,40.7462,3313.0
220,246,2,-73.9668,40.6905,3000.0
221,248,3,-73.9831,40.7187,4880.0
222,249,4,-73.9732,40.7489,6150.0
223,250,1,-74.0055,40.7331,3715.0
224,251,2,-73.9819,40.7299,3715.0
225,252,2,-73.9767,40.7405,3090.0
226,253,3,-73.9812,40.7449,5724.0
227,254,1,-73.9483,40.7775,2540.0
228,255,1,-73.9706,40.7974,2663.0
229,256,1,-73.9849,40.7518,3836.0
230,258,1,-73.9788,40.7421,3197.0
231,259,0,-73.961,40.7603,2260.0
232,260,2,-73.9887,40.7752,6269.0
233,261,2,-74.0065,40.7081,3640.0
234,262,0,-73.9621,40.759,2070.0
235,263,0,-74.0143,40.71,2368.4
236,264,0,-73.9796,40.7333,2350.0
237,265,0,-73.9764,40.7894,2320.0
238,266,2,-73.9794,40.7427,3039.2
239,267,2,-73.9744,40.7865,6700.0
240,268,1,-73.9564,40.7481,3254.0
241,269,2,-73.92,40.7033,2439.8
242,270,0,-73.9902,40.7238,2650.0
243,271,0,-74.0076,40.7047,3079.2
244,273,1,-73.9535,40.7838,3899.0
245,274,2,-73.9485,40.7705,2660.0
246,275,0,-73.9501,40.7706,1739.0
247,276,4,-73.9406,40.8441,3619.0
248,277,1,-73.9982,40.7568,3684.0
249,278,2,-73.9668,40.6905,3000.0
250,279,2,-73.9695,40.753,4715.0
251,280,2,-73.9552,40.8071,3118.0
252,281,0,-73.9782,40.7749,2279.0
253,282,0,-73.9617,40.6461,1850.0
254,283,2,-73.9864,40.7318,3449.0
255,284,1,-73.9785,40.7633,3458.0
256,285,2,-73.9583,40.6774,3041.6
257,286,1,-73.9849,40.7628,2986.0
258,287,1,-73.9793,40.6621,2136.0
259,289,2,-73.9532,40.8233,1880.0
260,290,1,-74.0094,40.7343,3776.0
261,291,1,-73.9907,40.7632,2555.0
262,292,1,-73.9863,40.745,4353.0
263,293,0,-73.9485,40.7705,1872.0
264,294,1,-73.97399999999998,40.6493,2211.4
265,295,3,-73.9485,40.7729,4380.0
266,296,1,-73.9864,40.7625,3694.0
267,297,2,-73.94,40.8222,1980.0
268,298,2,-73.9838,40.7586,3539.0
269,299,3,-73.9508,40.8246,2720.0
270,300,0,-73.9464,40.7805,2339.2
271,301,0,-73.9708,40.7974,2190.0
272,302,2,-73.9392,40.8021,2262.0
273,303,0,-73.9797,40.6898,2465.4
274,304,1,-74.0047,40.7334,5390.0
275,305,1,-73.9064,40.7735,2044.0
276,306,0,-73.9515,40.7771,2120.0
277,307,1,-73.99,40.7601,2628.0
278,308,0,-73.971,40.7863,2226.0
279,310,2,-73.9344,40.7669,2999.8
280,311,1,-74.0009,40.7338,4508.0
281,312,2,-73.8801,40.7494,2230.0
282,313,3,-73.9377,40.8419,2674.8
283,314,1,-74.008,40.7321,5804.0
284,315,0,-73.9461,40.779,2049.0
285,316,1,-73.986,40.7292,2379.0
286,317,3,-73.992,40.7381,14300.0
287,318,0,-73.8633,40.7369,1990.8
288,321,0,-73.9658,40.7559,1890.0
289,322,1,-73.969,40.7549,3015.0
290,323,0,-73.9991,40.7198,6579.0
291,324,2,-73.97399999999998,40.7446,3376.4
292,325,2,-73.9509,40.7826,7698.0
293,326,1,-73.9902,40.7238,3048.8
294,327,0,-73.9752,40.7854,2060.0
295,328,2,-74.0059,40.7075,3031.0
296,329,2,-73.9659,40.6736,3060.0
297,331,1,-73.97399999999998,40.7538,2900.0
298,332,1,-73.9514,40.7792,2541.4
299,333,0,-73.9638,40.7621,1873.0
300,334,0,-73.9759,40.7785,2695.0
301,335,2,-73.9827,40.6906,4195.0
302,336,2,-73.9799,40.764,3720.0
303,337,0,-74.0046,40.7073,3519.0
304,338,1,-73.9504,40.7802,2000.0
305,339,1,-73.9622,40.7582,3504.6
306,340,2,-73.9865,40.7348,4584.6
307,341,2,-73.9812,40.7409,2600.0
308,342,2,-73.9963,40.7606,4616.6
309,343,1,-73.9536,40.7775,2490.0
310,344,2,-74.0065,40.7081,3640.0
311,346,1,-73.9901,40.7487,3955.6
312,347,4,-73.9441,40.8365,3810.0
313,348,1,-73.9625,40.7993,2419.0
314,349,2,-73.9799,40.7635,3580.0
315,350,2,-73.9709,40.7528,3967.0
316,352,1,-74.0018,40.7346,3059.2
317,353,1,-73.9749,40.7885,2958.0
318,354,2,-73.9615,40.6882,2680.0
319,355,2,-73.9982,40.7568,3584.0
320,357,1,-73.9216,40.7416,2016.0
321,358,1,-73.9964,40.7562,3494.0
322,359,1,-73.9181,40.8064,1648.8
323,360,0,-73.9757,40.7462,2650.0
324,361,3,-73.9893,40.7295,4516.0
325,362,0,-73.9854,40.7619,2887.2
326,363,2,-74.0042,40.7373,5497.0
327,364,2,-73.9774,40.7447,3496.0
328,365,2,-73.9994,40.7606,4430.0
329,367,0,-73.9846,40.6629,1894.8
330,368,2,-73.9812,40.7716,6555.0
331,369,2,-73.9505,40.7165,3420.0
332,370,0,-73.9533,40.771,2165.0
333,371,3,-73.9819,40.7725,14500.0
334,372,2,-73.9798,40.7239,4127.0
335,373,2,-73.90899999999998,40.7787,2530.0
336,375,3,-73.9129,40.7579,2649.8
337,376,2,-73.9992,40.7284,3500.0
338,377,0,-73.9817,40.7655,2579.0
339,378,0,-73.9971,40.7439,2753.0
340,380,3,-74.0059,40.7847,4660.0
341,381,4,-74.0149,40.708,5565.0
342,382,1,-73.9927,40.7301,3637.4
343,383,1,-73.9946,40.7233,3635.0
344,385,3,-73.9845,40.7454,6637.0
345,386,0,-73.9563,40.7681,2565.4
346,387,1,-73.9915,40.7678,3671.6
347,388,1,-73.9887,40.7401,3977.0
348,389,1,-73.9931,40.7327,4115.0
349,390,2,-74.0035,40.7396,5511.8
350,391,2,-73.9216,40.6907,2906.6
351,392,2,-73.9052,40.86,1654.0
352,393,2,-73.9488,40.7972,2970.0
353,394,1,-73.9318,40.8539,1642.8
354,395,1,-73.9488,40.7699,2334.0
355,396,3,-73.9964,40.7624,6980.0
356,397,1,-73.929,40.7404,3054.0
357,398,2,-73.986,40.6927,4506.0
358,399,2,-73.9781,40.7658,4950.0
359,400,1,-73.97800000000002,40.7351,6015.0
360,401,1,-73.8676,40.7365,2077.0
361,402,0,-73.9694,40.7988,2024.0
362,403,3,-73.9958,40.753,4899.0
363,404,3,-73.9421,40.7864,2915.0
364,405,0,-73.968,40.7976,2270.0
365,406,0,-74.0006,40.7383,2495.0
366,407,1,-73.9617,40.7617,2146.0
367,408,2,-74.00399999999998,40.7297,3517.0
368,409,0,-73.9518,40.7717,2350.0
369,410,4,-73.9705,40.7957,6458.0
370,411,2,-73.9822,40.7401,4048.0
371,412,3,-73.9712,40.7594,4707.0
372,413,1,-74.0111,40.7061,4161.8
373,414,1,-73.9148,40.8713,1500.0
374,415,2,-73.9398,40.8266,2011.6
375,416,2,-73.9466,40.7803,2575.0
376,417,2,-73.9882,40.6661,2620.0
377,418,4,-74.0109,40.7035,6158.0
378,419,0,-73.9851,40.7437,3686.0
379,420,3,-73.9776,40.7454,5855.4
380,421,3,-73.9828,40.7192,4295.6
381,422,3,-74.0101,40.7067,3660.0
382,423,1,-74.0047,40.7334,5390.0
383,424,2,-73.9865,40.7348,4584.6
384,425,1,-73.9515,40.7779,3119.4
385,427,0,-73.9941,40.7638,2490.0
386,428,5,-73.9587,40.8025,6200.0
387,429,2,-73.9695,40.753,4715.0
388,431,4,-74.0099,40.7062,5218.0
389,432,3,-74.0044,40.7231,3969.8
390,433,2,-73.9952,40.7213,3689.0
391,434,3,-73.949,40.8247,2993.6
392,435,1,-73.9532,40.7105,2400.0
393,436,1,-73.9606,40.8013,2500.0
394,437,2,-73.9486,40.7104,2869.2
395,438,2,-74.0099,40.7079,3205.0
396,439,1,-73.9708,40.795,2500.0
397,440,3,-73.9551,40.7748,4355.0
398,441,2,-73.9831,40.731,3499.2
399,442,2,-73.957,40.8031,3100.0
400,443,2,-73.9772,40.7412,3019.0
401,444,2,-73.9621,40.7669,5485.0
402,445,3,-73.9805,40.7443,5740.0
403,446,4,-73.9773,40.7463,6030.0
404,447,2,-73.9826,40.7299,3110.0
405,448,2,-73.9832,40.728,3560.0
406,449,3,-73.9601,40.7676,5939.0
407,450,3,-73.9944,40.7548,4789.0
408,453,2,-73.9779,40.7466,3159.0
409,454,0,-74.0051,40.7482,3541.0
410,455,1,-73.9835,40.7775,3820.0
411,456,0,-74.0047,40.7334,3835.0
412,457,2,-73.9874,40.7743,2694.6
413,458,2,-73.9857,40.7691,5995.0
414,459,2,-74.0065,40.7081,3640.0
415,460,2,-73.9897,40.7652,3978.0
416,461,1,-73.9875,40.7283,3599.0
417,462,1,-73.9805,40.743,3856.0
418,463,0,-73.9535,40.7989,2224.4
419,464,2,-73.9915,40.7678,4803.4
420,465,2,-73.9668,40.6905,3000.0
421,466,5,-73.9529,40.7739,9346.4
422,467,2,-73.9503,40.6692,2439.0
423,468,0,-73.9982,40.7568,2563.0
424,469,1,-73.9819,40.7299,2895.0
425,470,2,-73.9425,40.7039,2340.0
426,471,1,-73.9959,40.7593,3390.8
427,472,2,-73.9682,40.7537,2650.0
428,473,3,-73.9738,40.7376,4548.0
429,474,4,-74.0111,40.7061,6158.0
430,475,1,-73.9972,40.7331,4188.0
431,476,1,-73.9838,40.7587,2660.0
432,477,3,-74.0149,40.708,3529.8
433,479,2,-73.9414,40.844,2040.0
434,480,0,-73.9869,40.7678,1860.0
435,481,0,-74.0029,40.7295,3669.0
436,482,3,-74.0169,40.709,6253.0
437,483,3,-73.9727,40.7436,4455.0
438,484,2,-73.9828,40.694,4197.6
439,485,0,-74.0026,40.7512,3260.0
440,486,0,-73.98100000000002,40.74800000000001,3030.0
441,487,2,-73.9875,40.7324,4975.0
442,488,3,-73.9907,40.7177,4578.0
443,490,2,-73.9645,40.7922,5375.8
444,491,3,-73.9475,40.7742,4978.0
445,492,3,-74.0046,40.7073,3915.0
446,493,1,-73.9425,40.7487,2869.0
447,494,1,-73.957,40.8031,2500.0
448,496,3,-73.9478,40.7786,4460.8
449,497,1,-73.9742,40.7535,2859.0
450,498,0,-73.9649,40.7559,2360.0
451,499,3,-73.9875,40.7324,4756.0
452,500,2,-73.9427,40.8342,1906.0
453,501,2,-73.9489,40.778,3020.0
454,502,1,-73.9547,40.7688,2760.0
455,503,3,-73.9822,40.6729,3750.0
456,504,3,-73.9973,40.7565,4275.8
457,505,1,-73.9549,40.7203,3840.0
458,506,0,-73.9968,40.7562,2614.0
459,507,2,-73.9525,40.6828,2333.0
460,508,3,-73.9959,40.7593,5045.4
461,509,2,-73.979,40.7369,3270.0
462,510,4,-73.9527,40.8242,3515.0
463,511,0,-73.9827,40.7835,2260.0
464,512,3,-73.9527,40.8226,2832.0
465,513,0,-73.9496,40.7803,1825.0
466,514,2,-74.0069,40.7074,4279.0
467,515,4,-73.9978,40.7612,5877.0
468,516,3,-73.9538,40.8221,3177.0
469,517,3,-73.9453,40.7787,6606.0
470,518,3,-73.9603,40.7695,5890.0
471,519,2,-73.9485,40.6814,2435.0
472,520,2,-73.8292,40.8441,1920.0
473,521,0,-73.9506,40.7716,2770.0
474,522,2,-73.9356,40.7988,1880.0
475,523,1,-73.9795,40.7404,3567.0
476,524,0,-73.9788,40.7466,2200.0
477,525,1,-73.9506,40.7716,3400.0
478,526,4,-73.9828,40.724,6318.0
479,527,2,-73.9625,40.7963,3256.0
480,528,4,-73.979,40.7369,5380.0
481,530,1,-73.9673,40.7571,2088.0
482,531,2,-73.913,40.6853,2129.0
483,532,2,-74.0022,40.7505,4080.0
484,533,1,-73.9925,40.7225,2620.0
485,535,2,-73.9457,40.8234,1900.0
486,536,3,-73.9678,40.7902,4862.0
487,537,2,-73.9609,40.7998,3170.0
488,538,3,-73.9528,40.7815,7120.0
489,540,0,-73.9564,40.7711,1780.0
490,541,0,-73.9964,40.7391,2169.0
491,542,4,-73.9712,40.7594,5676.0
492,543,2,-73.9415,40.6258,1738.0
493,544,1,-73.98100000000002,40.7423,2639.0
494,545,0,-73.9968,40.7562,2614.0
495,546,3,-73.9182,40.6754,2089.8
496,547,2,-73.986,40.7609,4914.4
497,548,1,-73.9989,40.7611,3840.0
498,549,1,-73.9416,40.8163,1970.0
499,550,1,-73.8258,40.7118,1729.0
500,551,3,-74.0043,40.7075,4221.0
501,552,0,-73.9566,40.7704,2666.0
502,554,1,-73.9635,40.7637,3920.0
503,555,2,-73.9958,40.753,3339.0
504,556,1,-74.0055,40.7111,3776.0
505,557,1,-74.0047,40.7334,5390.0
506,558,2,-73.9833,40.7277,3575.0
507,560,1,-73.9804,40.73,2755.0
508,561,1,-73.9948,40.7592,4938.0
509,562,1,-73.9736,40.7473,2640.0
510,563,1,-73.9947,40.7239,3225.0
511,564,3,-73.9825,40.6913,5456.0
512,565,2,-73.9682,40.7984,2970.0
513,566,1,-73.9829,40.7718,4638.0
514,567,2,-74.0069,40.7074,4279.0
515,568,2,-73.98100000000002,40.7547,2495.0
516,569,1,-73.9834,40.7834,2520.0
517,570,0,-73.9926,40.7596,1835.0
518,572,1,-73.9239,40.6963,1980.0
519,573,4,-73.9837,40.7307,6080.0
520,574,0,-73.97710000000002,40.7481,2450.0
521,575,2,-73.9875,40.7283,4420.0
522,576,3,-73.9955,40.7553,4663.0
523,577,2,-73.9984,40.7177,3992.6
524,578,1,-73.9567,40.6402,1510.0
525,580,3,-73.9982,40.7568,4665.6
526,581,1,-73.967,40.7072,2905.0
527,582,3,-74.01,40.7064,6026.0
528,583,1,-73.9804,40.7783,3262.8
529,584,2,-73.9598,40.8087,4052.6
530,585,2,-73.9506,40.7747,2888.0
531,586,1,-73.9907,40.7632,2555.0
532,587,0,-74.0086,40.706,2427.4
533,589,2,-73.8487,40.7286,2619.4
534,590,3,-73.9528,40.7739,6260.0
535,591,0,-74.0072,40.7067,2549.0
536,592,1,-73.9576,40.7688,2939.0
537,593,1,-73.9963,40.7606,3154.0
538,594,2,-73.9444,40.7802,4937.0
539,595,1,-74.0101,40.7067,3610.8
540,596,0,-73.9456,40.7767,1874.2
541,597,2,-73.9794,40.7297,2960.0
542,598,0,-73.9528,40.7796,2735.0
543,599,1,-73.9998,40.7613,2996.0
544,600,2,-73.9578,40.6764,2960.0
545,601,2,-74.0014,40.7367,4898.0
546,602,2,-73.9798,40.7255,3619.0
547,603,0,-74.0149,40.708,2568.6
548,604,1,-73.9999,40.7296,2819.0
549,605,1,-73.9938,40.7376,3774.0
550,606,4,-73.9596,40.7998,5170.0
551,607,2,-73.9742,40.7959,4089.0
552,608,2,-73.9728,40.7379,4128.0
553,609,1,-73.9478,40.7773,2381.8
554,610,1,-73.9819,40.764,3139.0
555,611,2,-73.9532,40.7749,2838.0
556,612,2,-73.9782,40.7447,4435.0
557,613,1,-73.9925,40.7225,2620.0
558,614,0,-73.9676,40.7951,2399.0
559,615,0,-74.0122,40.7074,2799.0
560,617,3,-73.9416,40.7983,2110.0
561,618,2,-73.987,40.7604,4229.0
562,619,4,-73.9748,40.7481,6429.0
563,621,0,-74.001,40.7344,2560.0
564,622,0,-73.9767,40.7465,2350.0
565,623,1,-73.9887,40.7401,3977.0
566,624,1,-73.9452,40.7766,2256.2
567,625,2,-73.9801,40.7272,3379.0
568,627,1,-73.9815,40.7401,3435.0
569,628,0,-73.9776,40.7461,2490.2
570,629,3,-73.9801,40.6821,4328.0
571,630,2,-73.9851,40.7265,4537.0
572,632,1,-73.9812,40.661,2260.0
573,633,1,-73.8194,40.7657,1555.0
574,634,1,-73.952,40.841,2130.0
575,636,2,-73.9849,40.7286,3806.0
576,637,1,-73.9838,40.6978,2735.6
577,638,1,-73.9964,40.7441,3200.0
578,639,0,-73.9901,40.7239,2589.2
579,640,2,-73.9507,40.6775,2990.0
580,641,0,-73.968,40.7673,2260.0
581,642,1,-73.9731,40.7866,3800.0
582,643,2,-73.9495,40.7622,3119.0
583,644,2,-73.9784,40.7448,3449.0
584,645,2,-73.9689,40.7993,3440.0
585,647,0,-74.0076,40.7074,3075.8
586,649,0,-73.9999,40.7297,2278.0
587,650,0,-73.9864,40.73,2790.0
588,651,0,-73.9968,40.7562,2614.0
589,652,2,-74.0059,40.7128,3090.0
590,653,1,-74.0056,40.7354,2697.4
591,655,2,-73.9564,40.7152,3288.0
592,656,2,-73.9803,40.737,4358.0
593,657,3,-73.9918,40.7382,13847.0
594,658,2,-73.9979,40.7506,3336.8
595,659,1,-73.9457,40.7768,2410.0
596,660,0,-73.9757,40.7461,2555.0
597,661,1,-73.9933,40.7327,4310.0
598,663,2,-73.9873,40.7254,4147.4
599,664,0,-74.0047,40.7334,3835.0
600,665,3,-73.905,40.6923,2730.0
601,666,1,-73.9839,40.7316,2850.0
602,667,0,-73.9503,40.7705,1747.0
603,668,4,-73.9566,40.7758,4695.0
604,669,0,-73.9778,40.7467,2460.0
605,672,1,-73.9544,40.7801,1908.6
606,673,2,-73.9942,40.7301,4114.0
607,674,0,-73.8925,40.7442,1695.0
608,676,1,-73.9915,40.7233,4747.0
609,677,1,-73.964,40.7702,2820.0
610,678,2,-74.0042,40.7522,6695.4
611,679,0,-73.945,40.8021,1732.0
612,680,2,-73.9571,40.7765,2980.0
613,681,3,-73.9905,40.7643,4355.0
614,682,3,-73.955,40.7701,5118.4
615,684,3,-73.9995,40.7423,5123.0
616,685,2,-73.9887,40.7595,3048.0
617,686,0,-73.9797,40.7456,3198.4
618,687,2,-73.9903,40.7468,7503.8
619,688,3,-73.9944,40.7518,5787.6
620,690,0,-73.9088,40.887,1495.0
621,691,1,-73.9829,40.7279,2708.0
622,692,1,-73.9937,40.7637,1988.0
623,693,1,-73.9638,40.7634,3744.0
624,694,1,-74.0103,40.7243,4615.0
625,695,1,-73.9809,40.7364,2692.0
626,696,2,-73.994,40.7638,3760.0
627,697,1,-73.9819,40.764,3139.0
628,699,0,-73.9506,40.7716,2770.0
629,700,1,-73.9503,40.7845,2722.0
630,701,2,-73.8638,40.7327,3306.0
631,702,1,-74.0134,40.7105,3959.8
632,703,2,-73.9908,40.7599,2976.0
633,704,2,-73.9826,40.7647,4410.8
634,705,0,-73.9739,40.7536,2401.6
